文件1,文件2,相似度
sub058,sub143,0.6147
sub058,sub144,0.4298
sub058,sub145,0.3693
sub058,sub146,0.3221
sub058,sub147,0.4316
sub058,sub148,0.4240
sub058,sub149,0.6151
sub058,sub150,0.4422
sub058,sub151,0.3975
sub058,sub152,0.5601
sub058,sub153,0.4096
sub058,sub154,0.5743
sub058,sub155,0.4632
sub058,sub156,0.4122
sub058,sub157,0.5682
sub058,sub158,0.3977
sub058,sub159,0.4861
sub058,sub160,0.5765
sub058,sub161,0.5165
sub058,sub162,0.4037
sub058,sub163,0.4281
sub058,sub164,0.3358
sub058,sub165,0.4535
sub058,sub166,0.4434
sub058,sub167,0.5128
sub058,sub168,0.5916
sub058,sub169,0.5223
sub058,sub170,0.4296
sub058,sub171,0.4018
sub058,sub172,0.4264
sub058,sub173,0.5297
sub058,sub174,0.4166
sub059,sub060,0.3190
sub059,sub061,0.4371
sub059,sub062,0.4527
sub059,sub063,0.4158
sub059,sub064,0.2873
sub059,sub065,0.3923
sub059,sub066,0.3830
sub059,sub067,0.4301
sub059,sub068,0.3767
sub059,sub069,0.5138
sub059,sub070,0.3897
sub059,sub071,0.5160
sub059,sub072,0.4222
sub059,sub073,0.4328
sub059,sub074,0.4235
sub059,sub075,0.4714
sub059,sub076,0.5168
sub059,sub077,0.3506
sub059,sub078,0.4918
sub059,sub079,0.3947
sub059,sub080,0.4315
sub059,sub081,0.4229
sub059,sub082,0.4284
sub059,sub083,0.4540
sub059,sub084,0.5070
sub059,sub085,0.5191
sub059,sub086,0.5010
sub059,sub087,0.4970
sub059,sub088,0.4526
sub059,sub089,0.3334
sub059,sub090,0.4620
sub059,sub091,0.4080
sub059,sub092,0.3958
sub059,sub093,0.5004
sub059,sub094,0.5042
sub059,sub095,0.4703
sub059,sub096,0.4100
sub059,sub097,0.5363
sub059,sub098,0.5266
sub059,sub099,0.4978
sub059,sub100,0.5683
sub059,sub101,0.6053
sub059,sub102,0.6195
sub059,sub103,0.4531
sub059,sub104,0.4412
sub059,sub105,0.4891
sub059,sub106,0.4862
sub059,sub108,0.4745
sub059,sub109,0.4223
sub059,sub110,0.4665
sub059,sub111,0.5330
sub059,sub112,0.4506
sub059,sub113,0.4940
sub059,sub114,0.4919
sub059,sub115,0.4409
sub059,sub117,0.5473
sub059,sub119,0.4672
sub059,sub120,0.5095
sub059,sub121,0.4764
sub059,sub122,0.3416
sub059,sub123,0.4469
sub059,sub124,0.5489
sub059,sub125,0.4658
sub059,sub126,0.5438
sub059,sub127,0.4825
sub059,sub128,0.4106
sub059,sub129,0.3549
sub059,sub130,0.3654
sub059,sub131,0.4065
sub059,sub132,0.4279
sub059,sub133,0.3174
sub059,sub134,0.4595
sub059,sub135,0.4137
sub059,sub136,0.4721
sub059,sub137,0.3507
sub059,sub138,0.4427
sub059,sub139,0.4876
sub059,sub140,0.4755
sub059,sub141,0.4692
sub059,sub142,0.6073
sub059,sub143,0.3695
sub059,sub144,0.4760
sub059,sub145,0.3739
sub059,sub146,0.4097
sub059,sub147,0.4608
sub059,sub148,0.4441
sub059,sub149,0.4944
sub059,sub150,0.4592
sub059,sub151,0.5700
sub059,sub152,0.4516
sub059,sub153,0.4074
sub059,sub154,0.4729
sub059,sub155,0.3339
sub059,sub156,0.4823
sub059,sub157,0.3755
sub059,sub158,0.5018
sub059,sub159,0.4444
sub059,sub160,0.5105
sub059,sub161,0.4148
sub059,sub162,0.4381
sub059,sub163,0.4424
sub059,sub164,0.4911
sub059,sub165,0.4703
sub059,sub166,0.4379
sub059,sub167,0.5708
sub059,sub168,0.3617
sub059,sub169,0.5566
sub059,sub170,0.5041
sub059,sub171,0.3972
sub059,sub172,0.5401
sub059,sub173,0.4998
sub059,sub174,0.5387
sub060,sub061,0.4606
sub060,sub062,0.4766
sub060,sub063,0.5448
sub060,sub064,0.5462
sub060,sub065,0.3967
sub060,sub066,0.4431
sub060,sub067,0.4790
sub060,sub068,0.5283
sub060,sub069,0.4732
sub060,sub070,0.5690
sub060,sub071,0.4378
sub060,sub072,0.3823
sub060,sub073,0.5749
sub060,sub074,0.5580
sub060,sub075,0.5203
sub060,sub076,0.3642
sub060,sub077,0.3479
sub060,sub078,0.4374
sub060,sub079,0.5234
sub060,sub080,0.5862
sub060,sub081,0.6465
sub060,sub082,0.6158
sub060,sub083,0.4509
sub060,sub084,0.5356
sub060,sub085,0.5449
sub060,sub086,0.5194
sub060,sub087,0.6236
sub060,sub088,0.5463
sub060,sub089,0.4383
sub060,sub090,0.4943
sub060,sub091,0.5024
sub060,sub092,0.3927
sub060,sub093,0.4204
sub060,sub094,0.3568
sub060,sub095,0.3200
sub060,sub096,0.4842
sub060,sub097,0.4812
sub060,sub098,0.4137
sub060,sub099,0.4176
sub060,sub100,0.3661
sub060,sub101,0.4055
sub060,sub102,0.4900
sub060,sub103,0.4032
sub060,sub104,0.5944
sub060,sub105,0.3591
sub060,sub106,0.4049
sub060,sub108,0.5106
sub060,sub109,0.5914
sub060,sub110,0.4606
sub060,sub111,0.4539
sub060,sub112,0.5594
sub060,sub113,0.4051
sub060,sub114,0.4986
sub060,sub115,0.4340
sub060,sub117,0.4922
sub060,sub119,0.4958
sub060,sub120,0.6007
sub060,sub121,0.4176
sub060,sub122,0.5736
sub060,sub123,0.5362
sub060,sub124,0.4970
sub060,sub125,0.5006
sub060,sub126,0.5499
sub060,sub127,0.4688
sub060,sub128,0.5153
sub060,sub129,0.5029
sub060,sub130,0.5231
sub060,sub131,0.4880
sub060,sub132,0.5300
sub060,sub133,0.4159
sub060,sub134,0.4181
sub060,sub135,0.4993
sub060,sub136,0.4050
sub060,sub137,0.5734
sub060,sub138,0.4454
sub060,sub139,0.4842
sub060,sub140,0.6298
sub060,sub141,0.6256
sub060,sub142,0.4098
sub060,sub143,0.6286
sub060,sub144,0.4151
sub060,sub145,0.3767
sub060,sub146,0.3908
sub060,sub147,0.5881
sub060,sub148,0.5024
sub060,sub149,0.4329
sub060,sub150,0.4631
sub060,sub151,0.4166
sub060,sub152,0.5766
sub060,sub153,0.4793
sub060,sub154,0.5456
sub060,sub155,0.5253
sub060,sub156,0.4723
sub060,sub157,0.6219
sub060,sub158,0.4421
sub060,sub159,0.5139
sub060,sub160,0.5493
sub060,sub161,0.5948
sub060,sub162,0.4334
sub060,sub163,0.4333
sub060,sub164,0.4888
sub060,sub165,0.3682
sub060,sub166,0.5216
sub060,sub167,0.4097
sub060,sub168,0.5518
sub060,sub169,0.5066
sub060,sub170,0.4236
sub060,sub171,0.4148
sub060,sub172,0.3806
sub060,sub173,0.5361
sub060,sub174,0.4689
sub061,sub062,0.7170
sub061,sub063,0.5000
sub061,sub064,0.5095
sub061,sub065,0.6964
sub061,sub066,0.7567
sub061,sub067,0.7413
sub061,sub068,0.6740
sub061,sub069,0.7835
sub061,sub070,0.5772
sub061,sub071,0.5136
sub061,sub072,0.7051
sub061,sub073,0.6180
sub061,sub074,0.5042
sub061,sub075,0.4949
sub061,sub076,0.5197
sub061,sub077,0.4570
sub061,sub078,0.6521
sub061,sub079,0.5127
sub061,sub080,0.6780
sub061,sub081,0.6653
sub061,sub082,0.5618
sub061,sub083,0.7636
sub061,sub084,0.6432
sub061,sub085,0.7181
sub061,sub086,0.5856
sub061,sub087,0.6179
sub061,sub088,0.5341
sub061,sub089,0.4224
sub061,sub090,0.7035
sub061,sub091,0.5314
sub061,sub092,0.5489
sub061,sub093,0.5169
sub061,sub094,0.7008
sub061,sub095,0.5194
sub061,sub096,0.6795
sub061,sub097,0.6984
sub061,sub098,0.6798
sub061,sub099,0.7671
sub061,sub100,0.6893
sub061,sub101,0.4538
sub061,sub102,0.6798
sub061,sub103,0.5701
sub061,sub104,0.7155
sub061,sub105,0.4267
sub061,sub106,0.7456
sub061,sub108,0.6228
sub061,sub109,0.7097
sub061,sub110,0.5090
sub061,sub111,0.7040
sub061,sub112,0.6272
sub061,sub113,0.4780
sub061,sub114,0.6184
sub061,sub115,0.6363
sub061,sub117,0.5686
sub061,sub119,0.5465
sub061,sub120,0.6579
sub061,sub121,0.7777
sub061,sub122,0.4429
sub061,sub123,0.5011
sub061,sub124,0.6035
sub061,sub125,0.8277
sub061,sub126,0.5211
sub061,sub127,0.6830
sub061,sub128,0.6633
sub061,sub129,0.4843
sub061,sub130,0.6656
sub061,sub131,0.7792
sub061,sub132,0.7413
sub061,sub133,0.4855
sub061,sub134,0.7891
sub061,sub135,0.6356
sub061,sub136,0.7476
sub061,sub137,0.4045
sub061,sub138,0.6736
sub061,sub139,0.5456
sub061,sub140,0.7416
sub061,sub141,0.6631
sub061,sub142,0.6533
sub061,sub143,0.5348
sub061,sub144,0.6807
sub061,sub145,0.8054
sub061,sub146,0.4249
sub061,sub147,0.5237
sub061,sub148,0.6589
sub061,sub149,0.6805
sub061,sub150,0.7205
sub061,sub151,0.4544
sub061,sub152,0.7803
sub061,sub153,0.4620
sub061,sub154,0.6467
sub061,sub155,0.4415
sub061,sub156,0.4589
sub061,sub157,0.5014
sub061,sub158,0.6043
sub061,sub159,0.6668
sub061,sub160,0.5433
sub061,sub161,0.6882
sub061,sub162,0.5414
sub061,sub163,0.7352
sub061,sub164,0.3761
sub061,sub165,0.4083
sub061,sub166,0.6670
sub061,sub167,0.5406
sub061,sub168,0.4947
sub061,sub169,0.7713
sub061,sub170,0.7074
sub061,sub171,0.8358
sub061,sub172,0.6825
sub061,sub173,0.6599
sub061,sub174,0.5230
sub062,sub063,0.5608
sub062,sub064,0.4123
sub062,sub065,0.6335
sub062,sub066,0.5744
sub062,sub067,0.7220
sub062,sub068,0.6757
sub062,sub069,0.7524
sub062,sub070,0.5801
sub062,sub071,0.5593
sub062,sub072,0.6923
sub062,sub073,0.6616
sub062,sub074,0.5734
sub062,sub075,0.5738
sub062,sub076,0.4813
sub062,sub077,0.3847
sub062,sub078,0.5264
sub062,sub079,0.5784
sub062,sub080,0.6258
sub062,sub081,0.5768
sub062,sub082,0.6620
sub062,sub083,0.7740
sub062,sub084,0.5680
sub062,sub085,0.6825
sub062,sub086,0.5736
sub062,sub087,0.5997
sub062,sub088,0.6396
sub062,sub089,0.4724
sub062,sub090,0.6275
sub062,sub091,0.8280
sub062,sub092,0.4666
sub062,sub093,0.4966
sub062,sub094,0.6839
sub062,sub095,0.4594
sub062,sub096,0.6430
sub062,sub097,0.6027
sub062,sub098,0.7238
sub062,sub099,0.7366
sub062,sub100,0.6492
sub062,sub101,0.4744
sub062,sub102,0.6103
sub062,sub103,0.5208
sub062,sub104,0.6083
sub062,sub105,0.4457
sub062,sub106,0.6792
sub062,sub108,0.5915
sub062,sub109,0.6128
sub062,sub110,0.4626
sub062,sub111,0.6002
sub062,sub112,0.5951
sub062,sub113,0.5928
sub062,sub114,0.5986
sub062,sub115,0.5971
sub062,sub117,0.5400
sub062,sub119,0.5621
sub062,sub120,0.5988
sub062,sub121,0.6427
sub062,sub122,0.4017
sub062,sub123,0.4838
sub062,sub124,0.5986
sub062,sub125,0.7280
sub062,sub126,0.5533
sub062,sub127,0.5586
sub062,sub128,0.7282
sub062,sub129,0.5330
sub062,sub130,0.5310
sub062,sub131,0.6721
sub062,sub132,0.7300
sub062,sub133,0.5756
sub062,sub134,0.6305
sub062,sub135,0.6086
sub062,sub136,0.7245
sub062,sub137,0.3774
sub062,sub138,0.5972
sub062,sub139,0.5615
sub062,sub140,0.6635
sub062,sub141,0.6352
sub062,sub142,0.6958
sub062,sub143,0.4956
sub062,sub144,0.7453
sub062,sub145,0.6224
sub062,sub146,0.4426
sub062,sub147,0.5856
sub062,sub148,0.5484
sub062,sub149,0.5611
sub062,sub150,0.6928
sub062,sub151,0.4950
sub062,sub152,0.6205
sub062,sub153,0.4697
sub062,sub154,0.5788
sub062,sub155,0.4003
sub062,sub156,0.4959
sub062,sub157,0.4659
sub062,sub158,0.5232
sub062,sub159,0.5644
sub062,sub160,0.5188
sub062,sub161,0.6088
sub062,sub162,0.6430
sub062,sub163,0.6003
sub062,sub164,0.3938
sub062,sub165,0.4642
sub062,sub166,0.6247
sub062,sub167,0.5707
sub062,sub168,0.4336
sub062,sub169,0.6243
sub062,sub170,0.5600
sub062,sub171,0.6511
sub062,sub172,0.6526
sub062,sub173,0.5943
sub062,sub174,0.5318
sub063,sub064,0.4037
sub063,sub065,0.4363
sub063,sub066,0.4773
sub063,sub067,0.4665
sub063,sub068,0.4479
sub063,sub069,0.4775
sub063,sub070,0.4691
sub063,sub071,0.5292
sub063,sub072,0.4703
sub063,sub073,0.5198
sub063,sub074,0.5585
sub063,sub075,0.6910
sub063,sub076,0.3679
sub063,sub077,0.3564
sub063,sub078,0.4442
sub063,sub079,0.4486
sub063,sub080,0.5043
sub063,sub081,0.5295
sub063,sub082,0.5281
sub063,sub083,0.5269
sub063,sub084,0.4461
sub063,sub085,0.5292
sub063,sub086,0.5880
sub063,sub087,0.5200
sub063,sub088,0.6232
sub063,sub089,0.4212
sub063,sub090,0.5058
sub063,sub091,0.5503
sub063,sub092,0.3852
sub063,sub093,0.4585
sub063,sub094,0.4553
sub063,sub095,0.4063
sub063,sub096,0.4164
sub063,sub097,0.5122
sub063,sub098,0.4911
sub063,sub099,0.4516
sub063,sub100,0.4534
sub063,sub101,0.4810
sub063,sub102,0.4743
sub063,sub103,0.4407
sub063,sub104,0.5477
sub063,sub105,0.4604
sub063,sub106,0.4513
sub063,sub108,0.5745
sub063,sub109,0.5482
sub063,sub110,0.4494
sub063,sub111,0.5237
sub063,sub112,0.4787
sub063,sub113,0.4898
sub063,sub114,0.4966
sub063,sub115,0.4174
sub063,sub117,0.4656
sub063,sub119,0.4941
sub063,sub120,0.4503
sub063,sub121,0.4689
sub063,sub122,0.4111
sub063,sub123,0.4734
sub063,sub124,0.4748
sub063,sub125,0.4871
sub063,sub126,0.5073
sub063,sub127,0.5755
sub063,sub128,0.5571
sub063,sub129,0.5328
sub063,sub130,0.5438
sub063,sub131,0.5597
sub063,sub132,0.5520
sub063,sub133,0.4573
sub063,sub134,0.4662
sub063,sub135,0.5666
sub063,sub136,0.4687
sub063,sub137,0.3730
sub063,sub138,0.4713
sub063,sub139,0.5206
sub063,sub140,0.5352
sub063,sub141,0.4808
sub063,sub142,0.4062
sub063,sub143,0.4596
sub063,sub144,0.4560
sub063,sub145,0.4601
sub063,sub146,0.4095
sub063,sub147,0.5665
sub063,sub148,0.5562
sub063,sub149,0.4523
sub063,sub150,0.4647
sub063,sub151,0.4716
sub063,sub152,0.4834
sub063,sub153,0.4965
sub063,sub154,0.3986
sub063,sub155,0.4101
sub063,sub156,0.4945
sub063,sub157,0.4299
sub063,sub158,0.4753
sub063,sub159,0.4716
sub063,sub160,0.5465
sub063,sub161,0.4984
sub063,sub162,0.4945
sub063,sub163,0.4970
sub063,sub164,0.4495
sub063,sub165,0.4217
sub063,sub166,0.6449
sub063,sub167,0.4920
sub063,sub168,0.3961
sub063,sub169,0.5457
sub063,sub170,0.4421
sub063,sub171,0.4851
sub063,sub172,0.4065
sub063,sub173,0.4207
sub063,sub174,0.5722
sub064,sub065,0.4260
sub064,sub066,0.4184
sub064,sub067,0.4115
sub064,sub068,0.4894
sub064,sub069,0.4385
sub064,sub070,0.5281
sub064,sub071,0.3630
sub064,sub072,0.4200
sub064,sub073,0.5075
sub064,sub074,0.4060
sub064,sub075,0.3560
sub064,sub076,0.4145
sub064,sub077,0.4628
sub064,sub078,0.3634
sub064,sub079,0.3895
sub064,sub080,0.5227
sub064,sub081,0.5275
sub064,sub082,0.4752
sub064,sub083,0.4128
sub064,sub084,0.4951
sub064,sub085,0.3809
sub064,sub086,0.4807
sub064,sub087,0.5131
sub064,sub088,0.3438
sub064,sub089,0.3492
sub064,sub090,0.3759
sub064,sub091,0.3467
sub064,sub092,0.3973
sub064,sub093,0.4697
sub064,sub094,0.3897
sub064,sub095,0.4062
sub064,sub096,0.5380
sub064,sub097,0.3794
sub064,sub098,0.3991
sub064,sub099,0.4617
sub064,sub100,0.4258
sub064,sub101,0.3288
sub064,sub102,0.4471
sub064,sub103,0.4056
sub064,sub104,0.4261
sub064,sub105,0.3189
sub064,sub106,0.4689
sub064,sub108,0.3673
sub064,sub109,0.4390
sub064,sub110,0.4106
sub064,sub111,0.3921
sub064,sub112,0.5506
sub064,sub113,0.4045
sub064,sub114,0.4444
sub064,sub115,0.4055
sub064,sub117,0.4405
sub064,sub119,0.3479
sub064,sub120,0.5621
sub064,sub121,0.4072
sub064,sub122,0.5722
sub064,sub123,0.4637
sub064,sub124,0.4601
sub064,sub125,0.4658
sub064,sub126,0.3989
sub064,sub127,0.3905
sub064,sub128,0.4141
sub064,sub129,0.3749
sub064,sub130,0.3901
sub064,sub131,0.4242
sub064,sub132,0.3827
sub064,sub133,0.4988
sub064,sub134,0.4165
sub064,sub135,0.4712
sub064,sub136,0.4387
sub064,sub137,0.4804
sub064,sub138,0.5889
sub064,sub139,0.4938
sub064,sub140,0.4689
sub064,sub141,0.4480
sub064,sub142,0.4105
sub064,sub143,0.5836
sub064,sub144,0.4422
sub064,sub145,0.3807
sub064,sub146,0.2845
sub064,sub147,0.4369
sub064,sub148,0.3657
sub064,sub149,0.5346
sub064,sub150,0.5202
sub064,sub151,0.3311
sub064,sub152,0.5084
sub064,sub153,0.3610
sub064,sub154,0.5509
sub064,sub155,0.4412
sub064,sub156,0.3752
sub064,sub157,0.6439
sub064,sub158,0.3400
sub064,sub159,0.5566
sub064,sub160,0.4504
sub064,sub161,0.4919
sub064,sub162,0.3692
sub064,sub163,0.4529
sub064,sub164,0.2732
sub064,sub165,0.3136
sub064,sub166,0.3706
sub064,sub167,0.4254
sub064,sub168,0.6700
sub064,sub169,0.4341
sub064,sub170,0.3949
sub064,sub171,0.3868
sub064,sub172,0.4353
sub064,sub173,0.5169
sub064,sub174,0.4118
sub065,sub066,0.4521
sub065,sub067,0.7498
sub065,sub068,0.6695
sub065,sub069,0.7953
sub065,sub070,0.4468
sub065,sub071,0.4410
sub065,sub072,0.8183
sub065,sub073,0.5381
sub065,sub074,0.4461
sub065,sub075,0.4284
sub065,sub076,0.4562
sub065,sub077,0.3639
sub065,sub078,0.5372
sub065,sub079,0.4936
sub065,sub080,0.5002
sub065,sub081,0.5326
sub065,sub082,0.4223
sub065,sub083,0.7680
sub065,sub084,0.5615
sub065,sub085,0.4974
sub065,sub086,0.5677
sub065,sub087,0.5345
sub065,sub088,0.4462
sub065,sub089,0.4529
sub065,sub090,0.4625
sub065,sub091,0.5010
sub065,sub092,0.5935
sub065,sub093,0.5173
sub065,sub094,0.8364
sub065,sub095,0.4822
sub065,sub096,0.7705
sub065,sub097,0.4926
sub065,sub098,0.7805
sub065,sub099,0.7284
sub065,sub100,0.6810
sub065,sub101,0.4421
sub065,sub102,0.5604
sub065,sub103,0.5914
sub065,sub104,0.5104
sub065,sub105,0.4375
sub065,sub106,0.7664
sub065,sub108,0.4247
sub065,sub109,0.4760
sub065,sub110,0.5716
sub065,sub111,0.4889
sub065,sub112,0.5501
sub065,sub113,0.4050
sub065,sub114,0.5676
sub065,sub115,0.7465
sub065,sub117,0.5119
sub065,sub119,0.4891
sub065,sub120,0.5897
sub065,sub121,0.6150
sub065,sub122,0.4094
sub065,sub123,0.4616
sub065,sub124,0.5697
sub065,sub125,0.6398
sub065,sub126,0.4460
sub065,sub127,0.4395
sub065,sub128,0.5694
sub065,sub129,0.5144
sub065,sub130,0.4375
sub065,sub131,0.6059
sub065,sub132,0.5167
sub065,sub133,0.4153
sub065,sub134,0.6100
sub065,sub135,0.4393
sub065,sub136,0.7810
sub065,sub137,0.3620
sub065,sub138,0.4871
sub065,sub139,0.4452
sub065,sub140,0.5851
sub065,sub141,0.6055
sub065,sub142,0.6405
sub065,sub143,0.5059
sub065,sub144,0.7452
sub065,sub145,0.6686
sub065,sub146,0.4643
sub065,sub147,0.4592
sub065,sub148,0.4047
sub065,sub149,0.4699
sub065,sub150,0.7684
sub065,sub151,0.4855
sub065,sub152,0.5401
sub065,sub153,0.4819
sub065,sub154,0.5531
sub065,sub155,0.4883
sub065,sub156,0.4816
sub065,sub157,0.4380
sub065,sub158,0.5075
sub065,sub159,0.4971
sub065,sub160,0.4657
sub065,sub161,0.6813
sub065,sub162,0.5770
sub065,sub163,0.4531
sub065,sub164,0.3853
sub065,sub165,0.4809
sub065,sub166,0.4477
sub065,sub167,0.5009
sub065,sub168,0.4341
sub065,sub169,0.5269
sub065,sub170,0.4895
sub065,sub171,0.7177
sub065,sub172,0.6697
sub065,sub173,0.6448
sub065,sub174,0.4565
sub066,sub067,0.5262
sub066,sub068,0.5075
sub066,sub069,0.5275
sub066,sub070,0.5340
sub066,sub071,0.5029
sub066,sub072,0.4986
sub066,sub073,0.5469
sub066,sub074,0.4203
sub066,sub075,0.4265
sub066,sub076,0.4205
sub066,sub077,0.4112
sub066,sub078,0.6532
sub066,sub079,0.4662
sub066,sub080,0.6191
sub066,sub081,0.6408
sub066,sub082,0.5286
sub066,sub083,0.5730
sub066,sub084,0.5270
sub066,sub085,0.6974
sub066,sub086,0.4622
sub066,sub087,0.5058
sub066,sub088,0.4894
sub066,sub089,0.4678
sub066,sub090,0.7199
sub066,sub091,0.4271
sub066,sub092,0.4156
sub066,sub093,0.4217
sub066,sub094,0.4636
sub066,sub095,0.4123
sub066,sub096,0.5024
sub066,sub097,0.7295
sub066,sub098,0.4972
sub066,sub099,0.6298
sub066,sub100,0.5935
sub066,sub101,0.4350
sub066,sub102,0.5999
sub066,sub103,0.5097
sub066,sub104,0.7330
sub066,sub105,0.4149
sub066,sub106,0.5639
sub066,sub108,0.6699
sub066,sub109,0.7802
sub066,sub110,0.4084
sub066,sub111,0.7071
sub066,sub112,0.5302
sub066,sub113,0.4350
sub066,sub114,0.4916
sub066,sub115,0.4544
sub066,sub117,0.5115
sub066,sub119,0.4889
sub066,sub120,0.5803
sub066,sub121,0.7949
sub066,sub122,0.4441
sub066,sub123,0.5247
sub066,sub124,0.4840
sub066,sub125,0.7827
sub066,sub126,0.4849
sub066,sub127,0.7745
sub066,sub128,0.5638
sub066,sub129,0.3690
sub066,sub130,0.7770
sub066,sub131,0.7393
sub066,sub132,0.7091
sub066,sub133,0.4184
sub066,sub134,0.8150
sub066,sub135,0.7040
sub066,sub136,0.5460
sub066,sub137,0.4270
sub066,sub138,0.6126
sub066,sub139,0.5043
sub066,sub140,0.6336
sub066,sub141,0.5255
sub066,sub142,0.4782
sub066,sub143,0.5497
sub066,sub144,0.5133
sub066,sub145,0.7324
sub066,sub146,0.3736
sub066,sub147,0.4724
sub066,sub148,0.7501
sub066,sub149,0.6624
sub066,sub150,0.5263
sub066,sub151,0.3969
sub066,sub152,0.8175
sub066,sub153,0.4642
sub066,sub154,0.5649
sub066,sub155,0.4096
sub066,sub156,0.4096
sub066,sub157,0.4591
sub066,sub158,0.6350
sub066,sub159,0.5806
sub066,sub160,0.5013
sub066,sub161,0.5597
sub066,sub162,0.4448
sub066,sub163,0.8539
sub066,sub164,0.3645
sub066,sub165,0.3619
sub066,sub166,0.6882
sub066,sub167,0.4670
sub066,sub168,0.5018
sub066,sub169,0.7716
sub066,sub170,0.7544
sub066,sub171,0.7651
sub066,sub172,0.5816
sub066,sub173,0.5281
sub066,sub174,0.4818
sub067,sub068,0.6875
sub067,sub069,0.8316
sub067,sub070,0.5194
sub067,sub071,0.5324
sub067,sub072,0.7365
sub067,sub073,0.5572
sub067,sub074,0.5898
sub067,sub075,0.4787
sub067,sub076,0.4828
sub067,sub077,0.3904
sub067,sub078,0.5653
sub067,sub079,0.5687
sub067,sub080,0.6130
sub067,sub081,0.5838
sub067,sub082,0.5053
sub067,sub083,0.8699
sub067,sub084,0.5965
sub067,sub085,0.6428
sub067,sub086,0.5713
sub067,sub087,0.6800
sub067,sub088,0.5656
sub067,sub089,0.3882
sub067,sub090,0.5861
sub067,sub091,0.6026
sub067,sub092,0.5742
sub067,sub093,0.4929
sub067,sub094,0.8172
sub067,sub095,0.4612
sub067,sub096,0.7233
sub067,sub097,0.5535
sub067,sub098,0.7468
sub067,sub099,0.7289
sub067,sub100,0.6541
sub067,sub101,0.4775
sub067,sub102,0.6020
sub067,sub103,0.5101
sub067,sub104,0.6739
sub067,sub105,0.4194
sub067,sub106,0.6948
sub067,sub108,0.5758
sub067,sub109,0.6416
sub067,sub110,0.5281
sub067,sub111,0.5774
sub067,sub112,0.5868
sub067,sub113,0.6071
sub067,sub114,0.6432
sub067,sub115,0.7105
sub067,sub117,0.5644
sub067,sub119,0.6205
sub067,sub120,0.5884
sub067,sub121,0.6819
sub067,sub122,0.3907
sub067,sub123,0.4627
sub067,sub124,0.6463
sub067,sub125,0.7692
sub067,sub126,0.5695
sub067,sub127,0.5194
sub067,sub128,0.6525
sub067,sub129,0.5122
sub067,sub130,0.5682
sub067,sub131,0.6439
sub067,sub132,0.6417
sub067,sub133,0.5838
sub067,sub134,0.6435
sub067,sub135,0.5199
sub067,sub136,0.7850
sub067,sub137,0.3855
sub067,sub138,0.5479
sub067,sub139,0.5356
sub067,sub140,0.7307
sub067,sub141,0.7467
sub067,sub142,0.7282
sub067,sub143,0.4535
sub067,sub144,0.8263
sub067,sub145,0.7087
sub067,sub146,0.5532
sub067,sub147,0.5596
sub067,sub148,0.5372
sub067,sub149,0.5189
sub067,sub150,0.7343
sub067,sub151,0.5095
sub067,sub152,0.6237
sub067,sub153,0.4848
sub067,sub154,0.5928
sub067,sub155,0.4933
sub067,sub156,0.5126
sub067,sub157,0.4211
sub067,sub158,0.5537
sub067,sub159,0.5736
sub067,sub160,0.5092
sub067,sub161,0.7051
sub067,sub162,0.5880
sub067,sub163,0.5513
sub067,sub164,0.3829
sub067,sub165,0.4701
sub067,sub166,0.5634
sub067,sub167,0.5244
sub067,sub168,0.3960
sub067,sub169,0.6010
sub067,sub170,0.5476
sub067,sub171,0.7496
sub067,sub172,0.6509
sub067,sub173,0.6559
sub067,sub174,0.5356
sub068,sub069,0.7643
sub068,sub070,0.5088
sub068,sub071,0.4611
sub068,sub072,0.7139
sub068,sub073,0.6264
sub068,sub074,0.5037
sub068,sub075,0.4299
sub068,sub076,0.4575
sub068,sub077,0.3847
sub068,sub078,0.4773
sub068,sub079,0.5503
sub068,sub080,0.6537
sub068,sub081,0.5520
sub068,sub082,0.5909
sub068,sub083,0.6997
sub068,sub084,0.5942
sub068,sub085,0.5552
sub068,sub086,0.5298
sub068,sub087,0.5752
sub068,sub088,0.4740
sub068,sub089,0.4666
sub068,sub090,0.5375
sub068,sub091,0.5490
sub068,sub092,0.4902
sub068,sub093,0.5102
sub068,sub094,0.6619
sub068,sub095,0.4437
sub068,sub096,0.8056
sub068,sub097,0.5011
sub068,sub098,0.6674
sub068,sub099,0.6850
sub068,sub100,0.6204
sub068,sub101,0.3407
sub068,sub102,0.6119
sub068,sub103,0.4193
sub068,sub104,0.5427
sub068,sub105,0.3776
sub068,sub106,0.6285
sub068,sub108,0.4811
sub068,sub109,0.5734
sub068,sub110,0.4349
sub068,sub111,0.5274
sub068,sub112,0.6205
sub068,sub113,0.3832
sub068,sub114,0.5471
sub068,sub115,0.6353
sub068,sub117,0.5378
sub068,sub119,0.4952
sub068,sub120,0.6072
sub068,sub121,0.6144
sub068,sub122,0.5705
sub068,sub123,0.5355
sub068,sub124,0.5656
sub068,sub125,0.6573
sub068,sub126,0.5512
sub068,sub127,0.4629
sub068,sub128,0.5860
sub068,sub129,0.4067
sub068,sub130,0.4965
sub068,sub131,0.6071
sub068,sub132,0.5528
sub068,sub133,0.3694
sub068,sub134,0.5680
sub068,sub135,0.5193
sub068,sub136,0.6583
sub068,sub137,0.4992
sub068,sub138,0.5169
sub068,sub139,0.5109
sub068,sub140,0.6745
sub068,sub141,0.6545
sub068,sub142,0.6381
sub068,sub143,0.6381
