文件1,文件2,相似度
sub068,sub144,0.6842
sub068,sub145,0.6092
sub068,sub146,0.3860
sub068,sub147,0.4971
sub068,sub148,0.4344
sub068,sub149,0.5012
sub068,sub150,0.7170
sub068,sub151,0.4206
sub068,sub152,0.6311
sub068,sub153,0.4141
sub068,sub154,0.6319
sub068,sub155,0.4386
sub068,sub156,0.3852
sub068,sub157,0.5337
sub068,sub158,0.4557
sub068,sub159,0.4897
sub068,sub160,0.5550
sub068,sub161,0.6977
sub068,sub162,0.5518
sub068,sub163,0.5131
sub068,sub164,0.2914
sub068,sub165,0.3248
sub068,sub166,0.4615
sub068,sub167,0.4936
sub068,sub168,0.5499
sub068,sub169,0.5388
sub068,sub170,0.4942
sub068,sub171,0.6363
sub068,sub172,0.5882
sub068,sub173,0.6581
sub068,sub174,0.4350
sub069,sub070,0.5294
sub069,sub071,0.4989
sub069,sub072,0.8307
sub069,sub073,0.6166
sub069,sub074,0.5175
sub069,sub075,0.4595
sub069,sub076,0.4716
sub069,sub077,0.3729
sub069,sub078,0.6198
sub069,sub079,0.5893
sub069,sub080,0.6346
sub069,sub081,0.6275
sub069,sub082,0.5812
sub069,sub083,0.8116
sub069,sub084,0.6895
sub069,sub085,0.6622
sub069,sub086,0.6322
sub069,sub087,0.6477
sub069,sub088,0.5048
sub069,sub089,0.4251
sub069,sub090,0.6268
sub069,sub091,0.6083
sub069,sub092,0.6316
sub069,sub093,0.5096
sub069,sub094,0.8050
sub069,sub095,0.4677
sub069,sub096,0.8168
sub069,sub097,0.5698
sub069,sub098,0.8183
sub069,sub099,0.8119
sub069,sub100,0.7437
sub069,sub101,0.4819
sub069,sub102,0.7187
sub069,sub103,0.5442
sub069,sub104,0.6252
sub069,sub105,0.4334
sub069,sub106,0.8265
sub069,sub108,0.5482
sub069,sub109,0.5907
sub069,sub110,0.5387
sub069,sub111,0.5933
sub069,sub112,0.6283
sub069,sub113,0.4806
sub069,sub114,0.6400
sub069,sub115,0.7852
sub069,sub117,0.6136
sub069,sub119,0.6363
sub069,sub120,0.6711
sub069,sub121,0.7041
sub069,sub122,0.4506
sub069,sub123,0.5029
sub069,sub124,0.6584
sub069,sub125,0.7603
sub069,sub126,0.5602
sub069,sub127,0.4945
sub069,sub128,0.6965
sub069,sub129,0.4994
sub069,sub130,0.5298
sub069,sub131,0.6774
sub069,sub132,0.6154
sub069,sub133,0.4559
sub069,sub134,0.6969
sub069,sub135,0.5292
sub069,sub136,0.7929
sub069,sub137,0.4133
sub069,sub138,0.5650
sub069,sub139,0.5728
sub069,sub140,0.7183
sub069,sub141,0.7465
sub069,sub142,0.7842
sub069,sub143,0.5453
sub069,sub144,0.8150
sub069,sub145,0.7326
sub069,sub146,0.5325
sub069,sub147,0.5351
sub069,sub148,0.4895
sub069,sub149,0.5360
sub069,sub150,0.8171
sub069,sub151,0.5513
sub069,sub152,0.6536
sub069,sub153,0.5226
sub069,sub154,0.6321
sub069,sub155,0.5237
sub069,sub156,0.4890
sub069,sub157,0.4736
sub069,sub158,0.6142
sub069,sub159,0.5849
sub069,sub160,0.4933
sub069,sub161,0.7397
sub069,sub162,0.6116
sub069,sub163,0.5534
sub069,sub164,0.3833
sub069,sub165,0.4510
sub069,sub166,0.5285
sub069,sub167,0.5606
sub069,sub168,0.4644
sub069,sub169,0.6284
sub069,sub170,0.5925
sub069,sub171,0.7783
sub069,sub172,0.7438
sub069,sub173,0.7109
sub069,sub174,0.5559
sub070,sub071,0.5325
sub070,sub072,0.4317
sub070,sub073,0.5515
sub070,sub074,0.6065
sub070,sub075,0.5442
sub070,sub076,0.4489
sub070,sub077,0.4526
sub070,sub078,0.4460
sub070,sub079,0.5274
sub070,sub080,0.6141
sub070,sub081,0.5884
sub070,sub082,0.6293
sub070,sub083,0.5467
sub070,sub084,0.5666
sub070,sub085,0.5730
sub070,sub086,0.5441
sub070,sub087,0.5967
sub070,sub088,0.5982
sub070,sub089,0.4136
sub070,sub090,0.5159
sub070,sub091,0.5706
sub070,sub092,0.3592
sub070,sub093,0.4530
sub070,sub094,0.4130
sub070,sub095,0.4225
sub070,sub096,0.4597
sub070,sub097,0.5116
sub070,sub098,0.4689
sub070,sub099,0.4920
sub070,sub100,0.4486
sub070,sub101,0.4910
sub070,sub102,0.5669
sub070,sub103,0.4670
sub070,sub104,0.6585
sub070,sub105,0.3449
sub070,sub106,0.4805
sub070,sub108,0.6014
sub070,sub109,0.6338
sub070,sub110,0.3933
sub070,sub111,0.5714
sub070,sub112,0.5454
sub070,sub113,0.4787
sub070,sub114,0.5546
sub070,sub115,0.3929
sub070,sub117,0.4467
sub070,sub119,0.4972
sub070,sub120,0.5754
sub070,sub121,0.4595
sub070,sub122,0.4826
sub070,sub123,0.5540
sub070,sub124,0.5179
sub070,sub125,0.5940
sub070,sub126,0.5690
sub070,sub127,0.5245
sub070,sub128,0.5805
sub070,sub129,0.5268
sub070,sub130,0.5126
sub070,sub131,0.5355
sub070,sub132,0.5940
sub070,sub133,0.5145
sub070,sub134,0.4602
sub070,sub135,0.6498
sub070,sub136,0.4796
sub070,sub137,0.4241
sub070,sub138,0.6306
sub070,sub139,0.6258
sub070,sub140,0.6649
sub070,sub141,0.6279
sub070,sub142,0.5158
sub070,sub143,0.5693
sub070,sub144,0.5206
sub070,sub145,0.4090
sub070,sub146,0.3624
sub070,sub147,0.5486
sub070,sub148,0.5371
sub070,sub149,0.5941
sub070,sub150,0.6320
sub070,sub151,0.4219
sub070,sub152,0.5813
sub070,sub153,0.4439
sub070,sub154,0.5230
sub070,sub155,0.3895
sub070,sub156,0.5439
sub070,sub157,0.7104
sub070,sub158,0.4521
sub070,sub159,0.6393
sub070,sub160,0.5791
sub070,sub161,0.5509
sub070,sub162,0.4646
sub070,sub163,0.5768
sub070,sub164,0.3542
sub070,sub165,0.4342
sub070,sub166,0.5717
sub070,sub167,0.4734
sub070,sub168,0.6678
sub070,sub169,0.5962
sub070,sub170,0.4549
sub070,sub171,0.4389
sub070,sub172,0.4571
sub070,sub173,0.4713
sub070,sub174,0.4989
sub071,sub072,0.4419
sub071,sub073,0.4206
sub071,sub074,0.6588
sub071,sub075,0.6013
sub071,sub076,0.5510
sub071,sub077,0.3793
sub071,sub078,0.4497
sub071,sub079,0.4917
sub071,sub080,0.5438
sub071,sub081,0.4237
sub071,sub082,0.4289
sub071,sub083,0.5766
sub071,sub084,0.5049
sub071,sub085,0.5366
sub071,sub086,0.4910
sub071,sub087,0.5207
sub071,sub088,0.6413
sub071,sub089,0.4098
sub071,sub090,0.4523
sub071,sub091,0.5703
sub071,sub092,0.4379
sub071,sub093,0.5060
sub071,sub094,0.4804
sub071,sub095,0.5729
sub071,sub096,0.4305
sub071,sub097,0.5615
sub071,sub098,0.4903
sub071,sub099,0.4456
sub071,sub100,0.5293
sub071,sub101,0.5225
sub071,sub102,0.4982
sub071,sub103,0.4473
sub071,sub104,0.5508
sub071,sub105,0.4897
sub071,sub106,0.4308
sub071,sub108,0.6033
sub071,sub109,0.5900
sub071,sub110,0.4025
sub071,sub111,0.6143
sub071,sub112,0.4775
sub071,sub113,0.5840
sub071,sub114,0.5404
sub071,sub115,0.4530
sub071,sub117,0.4060
sub071,sub119,0.5843
sub071,sub120,0.5087
sub071,sub121,0.5055
sub071,sub122,0.4326
sub071,sub123,0.5312
sub071,sub124,0.5372
sub071,sub125,0.5443
sub071,sub126,0.6588
sub071,sub127,0.6397
sub071,sub128,0.4860
sub071,sub129,0.5167
sub071,sub130,0.5591
sub071,sub131,0.5158
sub071,sub132,0.5924
sub071,sub133,0.4775
sub071,sub134,0.4513
sub071,sub135,0.5866
sub071,sub136,0.4539
sub071,sub137,0.4152
sub071,sub138,0.4862
sub071,sub139,0.6101
sub071,sub140,0.5352
sub071,sub141,0.4958
sub071,sub142,0.4490
sub071,sub143,0.4716
sub071,sub144,0.5243
sub071,sub145,0.4181
sub071,sub146,0.5250
sub071,sub147,0.6291
sub071,sub148,0.6310
sub071,sub149,0.5165
sub071,sub150,0.4703
sub071,sub151,0.4777
sub071,sub152,0.5109
sub071,sub153,0.4924
sub071,sub154,0.4581
sub071,sub155,0.4094
sub071,sub156,0.6066
sub071,sub157,0.4068
sub071,sub158,0.5119
sub071,sub159,0.4663
sub071,sub160,0.6701
sub071,sub161,0.4375
sub071,sub162,0.4910
sub071,sub163,0.5242
sub071,sub164,0.4851
sub071,sub165,0.5143
sub071,sub166,0.6787
sub071,sub167,0.6192
sub071,sub168,0.4407
sub071,sub169,0.5773
sub071,sub170,0.4131
sub071,sub171,0.4563
sub071,sub172,0.4394
sub071,sub173,0.4546
sub071,sub174,0.5957
sub072,sub073,0.4803
sub072,sub074,0.4052
sub072,sub075,0.4231
sub072,sub076,0.4670
sub072,sub077,0.3998
sub072,sub078,0.5135
sub072,sub079,0.4036
sub072,sub080,0.4738
sub072,sub081,0.5074
sub072,sub082,0.4700
sub072,sub083,0.7511
sub072,sub084,0.4912
sub072,sub085,0.4871
sub072,sub086,0.5153
sub072,sub087,0.4844
sub072,sub088,0.4385
sub072,sub089,0.5049
sub072,sub090,0.4906
sub072,sub091,0.5112
sub072,sub092,0.5174
sub072,sub093,0.5294
sub072,sub094,0.8125
sub072,sub095,0.4852
sub072,sub096,0.8524
sub072,sub097,0.4490
sub072,sub098,0.7894
sub072,sub099,0.7406
sub072,sub100,0.6834
sub072,sub101,0.3611
sub072,sub102,0.5270
sub072,sub103,0.5078
sub072,sub104,0.5038
sub072,sub105,0.4399
sub072,sub106,0.7529
sub072,sub108,0.4231
sub072,sub109,0.4647
sub072,sub110,0.5078
sub072,sub111,0.4579
sub072,sub112,0.5216
sub072,sub113,0.4185
sub072,sub114,0.5259
sub072,sub115,0.7116
sub072,sub117,0.4922
sub072,sub119,0.4067
sub072,sub120,0.5195
sub072,sub121,0.6221
sub072,sub122,0.4243
sub072,sub123,0.4691
sub072,sub124,0.5506
sub072,sub125,0.6390
sub072,sub126,0.4173
sub072,sub127,0.4385
sub072,sub128,0.5671
sub072,sub129,0.3802
sub072,sub130,0.4494
sub072,sub131,0.6239
sub072,sub132,0.4942
sub072,sub133,0.3938
sub072,sub134,0.6351
sub072,sub135,0.4603
sub072,sub136,0.7667
sub072,sub137,0.3790
sub072,sub138,0.4935
sub072,sub139,0.4390
sub072,sub140,0.5893
sub072,sub141,0.6187
sub072,sub142,0.6407
sub072,sub143,0.5428
sub072,sub144,0.7743
sub072,sub145,0.7254
sub072,sub146,0.3803
sub072,sub147,0.4313
sub072,sub148,0.4149
sub072,sub149,0.4401
sub072,sub150,0.8322
sub072,sub151,0.4294
sub072,sub152,0.5107
sub072,sub153,0.3762
sub072,sub154,0.5454
sub072,sub155,0.3995
sub072,sub156,0.4178
sub072,sub157,0.4398
sub072,sub158,0.4495
sub072,sub159,0.4638
sub072,sub160,0.4485
sub072,sub161,0.6863
sub072,sub162,0.5251
sub072,sub163,0.4917
sub072,sub164,0.3657
sub072,sub165,0.4079
sub072,sub166,0.4421
sub072,sub167,0.4417
sub072,sub168,0.4294
sub072,sub169,0.4947
sub072,sub170,0.4899
sub072,sub171,0.7500
sub072,sub172,0.7057
sub072,sub173,0.5961
sub072,sub174,0.5105
sub073,sub074,0.5472
sub073,sub075,0.5396
sub073,sub076,0.4073
sub073,sub077,0.3911
sub073,sub078,0.5918
sub073,sub079,0.6305
sub073,sub080,0.6623
sub073,sub081,0.6801
sub073,sub082,0.7806
sub073,sub083,0.5911
sub073,sub084,0.6482
sub073,sub085,0.6530
sub073,sub086,0.5848
sub073,sub087,0.6547
sub073,sub088,0.5448
sub073,sub089,0.3717
sub073,sub090,0.6541
sub073,sub091,0.5825
sub073,sub092,0.5103
sub073,sub093,0.4567
sub073,sub094,0.4944
sub073,sub095,0.3533
sub073,sub096,0.6104
sub073,sub097,0.5807
sub073,sub098,0.5963
sub073,sub099,0.6309
sub073,sub100,0.5372
sub073,sub101,0.4696
sub073,sub102,0.6720
sub073,sub103,0.5714
sub073,sub104,0.5870
sub073,sub105,0.3533
sub073,sub106,0.6208
sub073,sub108,0.5638
sub073,sub109,0.6448
sub073,sub110,0.5021
sub073,sub111,0.5541
sub073,sub112,0.7117
sub073,sub113,0.4337
sub073,sub114,0.5948
sub073,sub115,0.5573
sub073,sub117,0.5852
sub073,sub119,0.6152
sub073,sub120,0.7335
sub073,sub121,0.5246
sub073,sub122,0.5597
sub073,sub123,0.5954
sub073,sub124,0.5837
sub073,sub125,0.6431
sub073,sub126,0.5057
sub073,sub127,0.4672
sub073,sub128,0.7270
sub073,sub129,0.5510
sub073,sub130,0.5095
sub073,sub131,0.5445
sub073,sub132,0.6473
sub073,sub133,0.4154
sub073,sub134,0.5666
sub073,sub135,0.5664
sub073,sub136,0.6026
sub073,sub137,0.5374
sub073,sub138,0.5892
sub073,sub139,0.5370
sub073,sub140,0.6410
sub073,sub141,0.6238
sub073,sub142,0.5874
sub073,sub143,0.6349
sub073,sub144,0.5200
sub073,sub145,0.4654
sub073,sub146,0.4632
sub073,sub147,0.5049
sub073,sub148,0.4725
sub073,sub149,0.5005
sub073,sub150,0.5404
sub073,sub151,0.5227
sub073,sub152,0.7064
sub073,sub153,0.5971
sub073,sub154,0.7303
sub073,sub155,0.5623
sub073,sub156,0.4619
sub073,sub157,0.5288
sub073,sub158,0.6160
sub073,sub159,0.5599
sub073,sub160,0.4807
sub073,sub161,0.5863
sub073,sub162,0.5862
sub073,sub163,0.5709
sub073,sub164,0.3721
sub073,sub165,0.4354
sub073,sub166,0.5784
sub073,sub167,0.5253
sub073,sub168,0.5796
sub073,sub169,0.6271
sub073,sub170,0.5950
sub073,sub171,0.5421
sub073,sub172,0.5797
sub073,sub173,0.7228
sub073,sub174,0.4898
sub074,sub075,0.6637
sub074,sub076,0.4159
sub074,sub077,0.3228
sub074,sub078,0.5161
sub074,sub079,0.6044
sub074,sub080,0.5965
sub074,sub081,0.5483
sub074,sub082,0.5557
sub074,sub083,0.6030
sub074,sub084,0.5280
sub074,sub085,0.5794
sub074,sub086,0.5310
sub074,sub087,0.6345
sub074,sub088,0.7210
sub074,sub089,0.3721
sub074,sub090,0.4696
sub074,sub091,0.6644
sub074,sub092,0.3750
sub074,sub093,0.3990
sub074,sub094,0.4138
sub074,sub095,0.4304
sub074,sub096,0.4073
sub074,sub097,0.5497
sub074,sub098,0.4794
sub074,sub099,0.4044
sub074,sub100,0.4215
sub074,sub101,0.5895
sub074,sub102,0.5498
sub074,sub103,0.4763
sub074,sub104,0.6570
sub074,sub105,0.3971
sub074,sub106,0.4423
sub074,sub108,0.6835
sub074,sub109,0.7031
sub074,sub110,0.4619
sub074,sub111,0.5333
sub074,sub112,0.4802
sub074,sub113,0.5803
sub074,sub114,0.6334
sub074,sub115,0.4206
sub074,sub117,0.4220
sub074,sub119,0.6206
sub074,sub120,0.4885
sub074,sub121,0.4265
sub074,sub122,0.4173
sub074,sub123,0.4586
sub074,sub124,0.5140
sub074,sub125,0.5457
sub074,sub126,0.6569
sub074,sub127,0.5367
sub074,sub128,0.5533
sub074,sub129,0.6975
sub074,sub130,0.5952
sub074,sub131,0.5115
sub074,sub132,0.7052
sub074,sub133,0.5413
sub074,sub134,0.3974
sub074,sub135,0.5621
sub074,sub136,0.4420
sub074,sub137,0.3924
sub074,sub138,0.4697
sub074,sub139,0.5837
sub074,sub140,0.6480
sub074,sub141,0.6096
sub074,sub142,0.4506
sub074,sub143,0.4506
sub074,sub144,0.5259
sub074,sub145,0.3613
sub074,sub146,0.4874
sub074,sub147,0.6145
sub074,sub148,0.5651
sub074,sub149,0.4696
sub074,sub150,0.4456
sub074,sub151,0.4641
sub074,sub152,0.5221
sub074,sub153,0.5193
sub074,sub154,0.4269
sub074,sub155,0.4050
sub074,sub156,0.6910
sub074,sub157,0.4194
sub074,sub158,0.4746
sub074,sub159,0.4914
sub074,sub160,0.6448
sub074,sub161,0.5697
sub074,sub162,0.5677
sub074,sub163,0.4809
sub074,sub164,0.3863
sub074,sub165,0.5425
sub074,sub166,0.6606
sub074,sub167,0.5171
sub074,sub168,0.4257
sub074,sub169,0.5466
sub074,sub170,0.3902
sub074,sub171,0.4029
sub074,sub172,0.3904
sub074,sub173,0.4762
sub074,sub174,0.4794
sub075,sub076,0.3827
sub075,sub077,0.3230
sub075,sub078,0.5077
sub075,sub079,0.4839
sub075,sub080,0.5205
sub075,sub081,0.4988
sub075,sub082,0.5471
sub075,sub083,0.5356
sub075,sub084,0.5053
sub075,sub085,0.5374
sub075,sub086,0.5578
sub075,sub087,0.5285
sub075,sub088,0.7652
sub075,sub089,0.4189
sub075,sub090,0.5015
sub075,sub091,0.6288
sub075,sub092,0.3695
sub075,sub093,0.4286
sub075,sub094,0.4016
sub075,sub095,0.3866
sub075,sub096,0.3903
sub075,sub097,0.5233
sub075,sub098,0.5239
sub075,sub099,0.3918
sub075,sub100,0.4359
sub075,sub101,0.5787
sub075,sub102,0.5297
sub075,sub103,0.5325
sub075,sub104,0.5568
sub075,sub105,0.5682
sub075,sub106,0.4487
sub075,sub108,0.6202
sub075,sub109,0.5697
sub075,sub110,0.5136
sub075,sub111,0.5289
sub075,sub112,0.4614
sub075,sub113,0.5041
sub075,sub114,0.6374
sub075,sub115,0.4022
sub075,sub117,0.4095
sub075,sub119,0.5299
sub075,sub120,0.4842
sub075,sub121,0.4226
sub075,sub122,0.3992
sub075,sub123,0.4783
sub075,sub124,0.5530
sub075,sub125,0.4997
sub075,sub126,0.5610
sub075,sub127,0.5369
sub075,sub128,0.5395
sub075,sub129,0.6514
sub075,sub130,0.5485
sub075,sub131,0.5149
sub075,sub132,0.6216
sub075,sub133,0.4783
sub075,sub134,0.4180
sub075,sub135,0.4846
sub075,sub136,0.4288
sub075,sub137,0.4032
sub075,sub138,0.4036
sub075,sub139,0.4750
sub075,sub140,0.5689
sub075,sub141,0.4785
sub075,sub142,0.3998
sub075,sub143,0.4613
sub075,sub144,0.4691
sub075,sub145,0.3834
sub075,sub146,0.4554
sub075,sub147,0.5477
sub075,sub148,0.5807
sub075,sub149,0.4298
sub075,sub150,0.4198
sub075,sub151,0.5384
sub075,sub152,0.4950
sub075,sub153,0.5245
sub075,sub154,0.4096
sub075,sub155,0.3921
sub075,sub156,0.6704
sub075,sub157,0.4094
sub075,sub158,0.4637
sub075,sub159,0.4568
sub075,sub160,0.8122
sub075,sub161,0.5252
sub075,sub162,0.5619
sub075,sub163,0.4407
sub075,sub164,0.4975
sub075,sub165,0.5766
sub075,sub166,0.6584
sub075,sub167,0.5104
sub075,sub168,0.3949
sub075,sub169,0.5320
sub075,sub170,0.4205
sub075,sub171,0.4176
sub075,sub172,0.3837
sub075,sub173,0.4528
sub075,sub174,0.5258
sub076,sub077,0.6944
sub076,sub078,0.3706
sub076,sub079,0.3565
sub076,sub080,0.4725
sub076,sub081,0.3579
sub076,sub082,0.3744
sub076,sub083,0.4861
sub076,sub084,0.5416
sub076,sub085,0.5058
sub076,sub086,0.4798
sub076,sub087,0.4486
sub076,sub088,0.4487
sub076,sub089,0.3959
sub076,sub090,0.4042
sub076,sub091,0.3747
sub076,sub092,0.5779
sub076,sub093,0.7336
sub076,sub094,0.5677
sub076,sub095,0.8006
sub076,sub096,0.4443
sub076,sub097,0.5836
sub076,sub098,0.4566
sub076,sub099,0.4518
sub076,sub100,0.5925
sub076,sub101,0.4047
sub076,sub102,0.4564
sub076,sub103,0.4186
sub076,sub104,0.4049
sub076,sub105,0.4494
sub076,sub106,0.4113
sub076,sub108,0.3490
sub076,sub109,0.3652
sub076,sub110,0.4152
sub076,sub111,0.4619
sub076,sub112,0.5026
sub076,sub113,0.4572
sub076,sub114,0.4464
sub076,sub115,0.5320
sub076,sub117,0.3972
sub076,sub119,0.4386
sub076,sub120,0.4897
sub076,sub121,0.4642
sub076,sub122,0.4198
sub076,sub123,0.4589
sub076,sub124,0.4692
sub076,sub125,0.4379
sub076,sub126,0.5670
sub076,sub127,0.5736
sub076,sub128,0.4402
sub076,sub129,0.3304
sub076,sub130,0.3114
sub076,sub131,0.4311
sub076,sub132,0.4184
sub076,sub133,0.3711
sub076,sub134,0.3795
sub076,sub135,0.5041
sub076,sub136,0.5561
sub076,sub137,0.3658
sub076,sub138,0.5437
sub076,sub139,0.5415
sub076,sub140,0.4360
sub076,sub141,0.4231
sub076,sub142,0.5284
sub076,sub143,0.4341
sub076,sub144,0.5213
sub076,sub145,0.3953
sub076,sub146,0.4495
sub076,sub147,0.5094
sub076,sub148,0.4835
sub076,sub149,0.6596
sub076,sub150,0.5559
sub076,sub151,0.4113
sub076,sub152,0.4302
sub076,sub153,0.3864
sub076,sub154,0.4917
sub076,sub155,0.4103
sub076,sub156,0.3792
sub076,sub157,0.4906
sub076,sub158,0.4597
sub076,sub159,0.6065
sub076,sub160,0.4825
sub076,sub161,0.3744
sub076,sub162,0.3818
sub076,sub163,0.4701
sub076,sub164,0.4747
sub076,sub165,0.4716
sub076,sub166,0.4640
sub076,sub167,0.6490
sub076,sub168,0.4598
sub076,sub169,0.6182
sub076,sub170,0.3800
sub076,sub171,0.4517
sub076,sub172,0.4208
sub076,sub173,0.4408
sub076,sub174,0.4591
sub077,sub078,0.3459
sub077,sub079,0.2394
sub077,sub080,0.4385
sub077,sub081,0.3917
sub077,sub082,0.3838
sub077,sub083,0.3878
sub077,sub084,0.4767
sub077,sub085,0.3664
sub077,sub086,0.4229
sub077,sub087,0.4056
sub077,sub088,0.3581
sub077,sub089,0.4201
sub077,sub090,0.4364
sub077,sub091,0.2677
sub077,sub092,0.5379
sub077,sub093,0.6458
sub077,sub094,0.3831
sub077,sub095,0.5115
sub077,sub096,0.3849
sub077,sub097,0.3409
sub077,sub098,0.3365
sub077,sub099,0.3996
sub077,sub100,0.3439
sub077,sub101,0.3629
sub077,sub102,0.4050
sub077,sub103,0.4148
sub077,sub104,0.3969
sub077,sub105,0.2651
sub077,sub106,0.3478
sub077,sub108,0.2889
sub077,sub109,0.3421
sub077,sub110,0.4067
sub077,sub111,0.3666
sub077,sub112,0.4883
sub077,sub113,0.3349
sub077,sub114,0.4381
sub077,sub115,0.4605
sub077,sub117,0.3757
sub077,sub119,0.3752
sub077,sub120,0.4419
sub077,sub121,0.3018
sub077,sub122,0.3866
sub077,sub123,0.3803
sub077,sub124,0.3923
sub077,sub125,0.3765
sub077,sub126,0.3392
sub077,sub127,0.3534
sub077,sub128,0.4259
sub077,sub129,0.3063
sub077,sub130,0.2832
sub077,sub131,0.3124
sub077,sub132,0.3665
sub077,sub133,0.3513
sub077,sub134,0.3359
sub077,sub135,0.5276
sub077,sub136,0.4348
sub077,sub137,0.3177
sub077,sub138,0.5674
sub077,sub139,0.5428
sub077,sub140,0.4108
sub077,sub141,0.3929
sub077,sub142,0.3198
sub077,sub143,0.4099
sub077,sub144,0.3253
sub077,sub145,0.3553
sub077,sub146,0.3495
sub077,sub147,0.3169
sub077,sub148,0.3368
sub077,sub149,0.4387
sub077,sub150,0.4960
sub077,sub151,0.3202
sub077,sub152,0.4027
sub077,sub153,0.3383
sub077,sub154,0.4448
sub077,sub155,0.4035
sub077,sub156,0.3128
sub077,sub157,0.5136
sub077,sub158,0.3823
sub077,sub159,0.6105
sub077,sub160,0.3350
sub077,sub161,0.3432
sub077,sub162,0.3031
sub077,sub163,0.4824
sub077,sub164,0.2602
sub077,sub165,0.2782
sub077,sub166,0.3299
sub077,sub167,0.4174
sub077,sub168,0.4783
sub077,sub169,0.5009
sub077,sub170,0.3498
sub077,sub171,0.4066
sub077,sub172,0.3476
sub077,sub173,0.3752
sub077,sub174,0.4344
sub078,sub079,0.5617
sub078,sub080,0.6975
sub078,sub081,0.7535
sub078,sub082,0.5149
sub078,sub083,0.5644
sub078,sub084,0.6380
sub078,sub085,0.7612
sub078,sub086,0.6443
sub078,sub087,0.6876
sub078,sub088,0.4554
sub078,sub089,0.4927
sub078,sub090,0.7979
sub078,sub091,0.4693
sub078,sub092,0.5219
sub078,sub093,0.4244
sub078,sub094,0.5150
sub078,sub095,0.3927
sub078,sub096,0.5047
sub078,sub097,0.6918
sub078,sub098,0.6510
sub078,sub099,0.5129
sub078,sub100,0.5946
sub078,sub101,0.5206
sub078,sub102,0.7654
sub078,sub103,0.6678
sub078,sub104,0.7358
sub078,sub105,0.3950
sub078,sub106,0.6037
sub078,sub108,0.6799
sub078,sub109,0.7085
sub078,sub110,0.6735
sub078,sub111,0.6836
sub078,sub112,0.6120
sub078,sub113,0.4225
sub078,sub114,0.6961
sub078,sub115,0.5498
sub078,sub117,0.6434
sub078,sub119,0.5942
sub078,sub120,0.6658
sub078,sub121,0.6977
sub078,sub122,0.4073
sub078,sub123,0.4822
sub078,sub124,0.6475
sub078,sub125,0.7307
sub078,sub126,0.4762
sub078,sub127,0.6364
sub078,sub128,0.5315
sub078,sub129,0.6440
sub078,sub130,0.6726
sub078,sub131,0.6276
sub078,sub132,0.7730
sub078,sub133,0.3836
sub078,sub134,0.7755
sub078,sub135,0.5981
sub078,sub136,0.5990
sub078,sub137,0.3933
sub078,sub138,0.4894
